game_id,opening_eco,opening_name,opening_moves,opening_description,white_rating,black_rating,result,time_control,created_at
sample_3905,C00,French Defense,1. e4 e6,"Solid but passive, aims for counterplay",1968,1835,white,rapid,2024-01-01
sample_3906,C00,French Defense,1. e4 e6,"Solid but passive, aims for counterplay",1938,1846,white,rapid,2024-01-01
sample_3907,C00,French Defense,1. e4 e6,"Solid but passive, aims for counterplay",1810,1892,draw,rapid,2024-01-01
sample_3908,C00,French Defense,1. e4 e6,"Solid but passive, aims for counterplay",1815,1926,draw,rapid,2024-01-01
sample_3909,C00,French Defense,1. e4 e6,"Solid but passive, aims for counterplay",1839,1849,white,rapid,2024-01-01
sample_3910,C00,French Defense,1. e4 e6,"Solid but passive, aims for counterplay",1908,1937,white,rapid,2024-01-01
sample_3911,C00,French Defense,1. e4 e6,"Solid but passive, aims for counterplay",1827,1914,white,rapid,2024-01-01
sample_3912,C00,French Defense,1. e4 e6,"Solid but passive, aims for counterplay",1832,1814,black,rapid,2024-01-01
sample_3913,C00,French Defense,1. e4 e6,"Solid but passive, aims for counterplay",1970,1933,white,rapid,2024-01-01
sample_3914,C00,French Defense,1. e4 e6,"Solid but passive, aims for counterplay",1803,1870,draw,rapid,2024-01-01
sample_3915,C00,French Defense,1. e4 e6,"Solid but passive, aims for counterplay",1938,1814,white,rapid,2024-01-01
sample_3916,C00,French Defense,1. e4 e6,"Solid but passive, aims for counterplay",1951,1897,white,rapid,2024-01-01
sample_3917,C00,French Defense,1. e4 e6,"Solid but passive, aims for counterplay",1895,1917,draw,rapid,2024-01-01
sample_3918,C00,French Defense,1. e4 e6,"Solid but passive, aims for counterplay",1929,1879,black,rapid,2024-01-01
sample_3919,C00,French Defense,1. e4 e6,"Solid but passive, aims for counterplay",1863,1860,draw,rapid,2024-01-01
sample_3920,C00,French Defense,1. e4 e6,"Solid but passive, aims for counterplay",1825,1927,draw,rapid,2024-01-01
sample_3921,C00,French Defense,1. e4 e6,"Solid but passive, aims for counterplay",1845,1903,draw,rapid,2024-01-01
sample_3922,C00,French Defense,1. e4 e6,"Solid but passive, aims for counterplay",1958,1848,draw,rapid,2024-01-01
sample_3923,C00,French Defense,1. e4 e6,"Solid but passive, aims for counterplay",1885,1998,white,rapid,2024-01-01
sample_3924,C00,French Defense,1. e4 e6,"Solid but passive, aims for counterplay",1807,1848,black,rapid,2024-01-01
sample_3925,C00,French Defense,1. e4 e6,"Solid but passive, aims for counterplay",1893,1882,white,rapid,2024-01-01
sample_3926,C00,French Defense,1. e4 e6,"Solid but passive, aims for counterplay",1988,1951,black,rapid,2024-01-01
sample_3927,C00,French Defense,1. e4 e6,"Solid but passive, aims for counterplay",1925,1905,draw,rapid,2024-01-01
sample_3928,C00,French Defense,1. e4 e6,"Solid but passive, aims for counterplay",1951,1956,white,rapid,2024-01-01
sample_3929,C00,French Defense,1. e4 e6,"Solid but passive, aims for counterplay",1857,1824,draw,rapid,2024-01-01
sample_3930,C00,French Defense,1. e4 e6,"Solid but passive, aims for counterplay",1982,1804,white,rapid,2024-01-01
sample_3931,C00,French Defense,1. e4 e6,"Solid but passive, aims for counterplay",1841,1836,draw,rapid,2024-01-01
sample_3932,C00,French Defense,1. e4 e6,"Solid but passive, aims for counterplay",1853,1921,black,rapid,2024-01-01
sample_3933,C00,French Defense,1. e4 e6,"Solid but passive, aims for counterplay",1825,1877,white,rapid,2024-01-01
sample_3934,C00,French Defense,1. e4 e6,"Solid but passive, aims for counterplay",1942,1922,white,rapid,2024-01-01
sample_3935,C00,French Defense,1. e4 e6,"Solid but passive, aims for counterplay",1895,1810,draw,rapid,2024-01-01
sample_3936,C00,French Defense,1. e4 e6,"Solid but passive, aims for counterplay",1973,1898,draw,rapid,2024-01-01
sample_3937,C00,French Defense,1. e4 e6,"Solid but passive, aims for counterplay",1973,1840,white,rapid,2024-01-01
sample_3938,C00,French Defense,1. e4 e6,"Solid but passive, aims for counterplay",1805,1881,draw,rapid,2024-01-01
sample_3939,C00,French Defense,1. e4 e6,"Solid but passive, aims for counterplay",1832,1935,white,rapid,2024-01-01
sample_3940,C00,French Defense,1. e4 e6,"Solid but passive, aims for counterplay",1814,1865,black,rapid,2024-01-01
sample_3941,C00,French Defense,1. e4 e6,"Solid but passive, aims for counterplay",1963,1976,draw,rapid,2024-01-01
sample_3942,C00,French Defense,1. e4 e6,"Solid but passive, aims for counterplay",1927,1813,draw,rapid,2024-01-01
sample_3943,C00,French Defense,1. e4 e6,"Solid but passive, aims for counterplay",1928,1893,black,rapid,2024-01-01
sample_3944,C00,French Defense,1. e4 e6,"Solid but passive, aims for counterplay",1942,1908,draw,rapid,2024-01-01
sample_3945,C00,French Defense,1. e4 e6,"Solid but passive, aims for counterplay",1807,1962,black,rapid,2024-01-01
sample_3946,C00,French Defense,1. e4 e6,"Solid but passive, aims for counterplay",1922,1961,black,rapid,2024-01-01
sample_3947,C00,French Defense,1. e4 e6,"Solid but passive, aims for counterplay",1874,1990,draw,rapid,2024-01-01
sample_3948,C00,French Defense,1. e4 e6,"Solid but passive, aims for counterplay",1882,1870,draw,rapid,2024-01-01
sample_3949,C00,French Defense,1. e4 e6,"Solid but passive, aims for counterplay",1825,1836,white,rapid,2024-01-01
sample_3950,C00,French Defense,1. e4 e6,"Solid but passive, aims for counterplay",1804,1858,white,rapid,2024-01-01
sample_3951,C00,French Defense,1. e4 e6,"Solid but passive, aims for counterplay",1876,1806,black,rapid,2024-01-01
sample_3952,C00,French Defense,1. e4 e6,"Solid but passive, aims for counterplay",1908,1890,draw,rapid,2024-01-01
sample_3953,C00,French Defense,1. e4 e6,"Solid but passive, aims for counterplay",1968,1882,draw,rapid,2024-01-01
sample_3954,C00,French Defense,1. e4 e6,"Solid but passive, aims for counterplay",1890,1921,draw,rapid,2024-01-01
sample_3955,C00,French Defense,1. e4 e6,"Solid but passive, aims for counterplay",1921,1816,white,rapid,2024-01-01
sample_3956,C00,French Defense,1. e4 e6,"Solid but passive, aims for counterplay",1845,1944,white,rapid,2024-01-01
sample_3957,C00,French Defense,1. e4 e6,"Solid but passive, aims for counterplay",1825,1948,black,rapid,2024-01-01
sample_3958,C00,French Defense,1. e4 e6,"Solid but passive, aims for counterplay",1873,1976,draw,rapid,2024-01-01
sample_3959,C00,French Defense,1. e4 e6,"Solid but passive, aims for counterplay",1948,1915,draw,rapid,2024-01-01
sample_3960,C00,French Defense,1. e4 e6,"Solid but passive, aims for counterplay",1933,1801,black,rapid,2024-01-01
sample_3961,C00,French Defense,1. e4 e6,"Solid but passive, aims for counterplay",1931,1801,draw,rapid,2024-01-01
sample_3962,C00,French Defense,1. e4 e6,"Solid but passive, aims for counterplay",1970,1987,white,rapid,2024-01-01
sample_3963,C00,French Defense,1. e4 e6,"Solid but passive, aims for counterplay",1820,1996,draw,rapid,2024-01-01
sample_3964,C00,French Defense,1. e4 e6,"Solid but passive, aims for counterplay",1877,1999,white,rapid,2024-01-01
sample_3965,C00,French Defense,1. e4 e6,"Solid but passive, aims for counterplay",1873,1936,white,rapid,2024-01-01
sample_3966,C00,French Defense,1. e4 e6,"Solid but passive, aims for counterplay",1837,1943,white,rapid,2024-01-01
sample_3967,C00,French Defense,1. e4 e6,"Solid but passive, aims for counterplay",1825,1982,black,rapid,2024-01-01
sample_3968,C00,French Defense,1. e4 e6,"Solid but passive, aims for counterplay",1831,1899,black,rapid,2024-01-01
sample_3969,C00,French Defense,1. e4 e6,"Solid but passive, aims for counterplay",1813,1916,white,rapid,2024-01-01
sample_3970,C00,French Defense,1. e4 e6,"Solid but passive, aims for counterplay",1815,1961,draw,rapid,2024-01-01
sample_3971,C00,French Defense,1. e4 e6,"Solid but passive, aims for counterplay",1936,1984,white,rapid,2024-01-01
sample_3972,C00,French Defense,1. e4 e6,"Solid but passive, aims for counterplay",1899,1912,white,rapid,2024-01-01
sample_3973,C00,French Defense,1. e4 e6,"Solid but passive, aims for counterplay",1802,1872,white,rapid,2024-01-01
sample_3974,C00,French Defense,1. e4 e6,"Solid but passive, aims for counterplay",1877,1950,black,rapid,2024-01-01
sample_3975,C00,French Defense,1. e4 e6,"Solid but passive, aims for counterplay",1846,1970,black,rapid,2024-01-01
sample_3976,C00,French Defense,1. e4 e6,"Solid but passive, aims for counterplay",1846,1861,black,rapid,2024-01-01
sample_3977,C00,French Defense,1. e4 e6,"Solid but passive, aims for counterplay",1894,1873,black,rapid,2024-01-01
sample_3978,C00,French Defense,1. e4 e6,"Solid but passive, aims for counterplay",1828,1935,draw,rapid,2024-01-01
sample_3979,C00,French Defense,1. e4 e6,"Solid but passive, aims for counterplay",1928,1909,white,rapid,2024-01-01
sample_3980,C00,French Defense,1. e4 e6,"Solid but passive, aims for counterplay",1856,1897,draw,rapid,2024-01-01
sample_3981,C00,French Defense,1. e4 e6,"Solid but passive, aims for counterplay",1979,1873,black,rapid,2024-01-01
sample_3982,C00,French Defense,1. e4 e6,"Solid but passive, aims for counterplay",1933,1891,draw,rapid,2024-01-01
sample_3983,C00,French Defense,1. e4 e6,"Solid but passive, aims for counterplay",1862,1859,draw,rapid,2024-01-01
sample_3984,C00,French Defense,1. e4 e6,"Solid but passive, aims for counterplay",1868,1938,black,rapid,2024-01-01
sample_3985,C00,French Defense,1. e4 e6,"Solid but passive, aims for counterplay",1815,1886,draw,rapid,2024-01-01
sample_3986,C00,French Defense,1. e4 e6,"Solid but passive, aims for counterplay",1919,1859,white,rapid,2024-01-01
sample_3987,C00,French Defense,1. e4 e6,"Solid but passive, aims for counterplay",1978,1806,black,rapid,2024-01-01
sample_3988,C00,French Defense,1. e4 e6,"Solid but passive, aims for counterplay",1897,1838,draw,rapid,2024-01-01
sample_3989,C00,French Defense,1. e4 e6,"Solid but passive, aims for counterplay",1856,1924,white,rapid,2024-01-01
sample_3990,C00,French Defense,1. e4 e6,"Solid but passive, aims for counterplay",2138,2029,white,rapid,2024-01-01
sample_3991,C00,French Defense,1. e4 e6,"Solid but passive, aims for counterplay",2012,2033,white,rapid,2024-01-01
sample_3992,C00,French Defense,1. e4 e6,"Solid but passive, aims for counterplay",2063,2068,white,rapid,2024-01-01
sample_3993,C00,French Defense,1. e4 e6,"Solid but passive, aims for counterplay",2011,2028,white,rapid,2024-01-01
sample_3994,C00,French Defense,1. e4 e6,"Solid but passive, aims for counterplay",2159,2140,white,rapid,2024-01-01
sample_3995,C00,French Defense,1. e4 e6,"Solid but passive, aims for counterplay",2027,2190,white,rapid,2024-01-01
sample_3996,C00,French Defense,1. e4 e6,"Solid but passive, aims for counterplay",2014,2181,white,rapid,2024-01-01
sample_3997,C00,French Defense,1. e4 e6,"Solid but passive, aims for counterplay",2190,2023,draw,rapid,2024-01-01
sample_3998,C00,French Defense,1. e4 e6,"Solid but passive, aims for counterplay",2186,2054,draw,rapid,2024-01-01
sample_3999,C00,French Defense,1. e4 e6,"Solid but passive, aims for counterplay",2128,2018,white,rapid,2024-01-01
sample_4000,C00,French Defense,1. e4 e6,"Solid but passive, aims for counterplay",2153,2149,white,rapid,2024-01-01
sample_4001,C00,French Defense,1. e4 e6,"Solid but passive, aims for counterplay",2187,2112,draw,rapid,2024-01-01
sample_4002,C00,French Defense,1. e4 e6,"Solid but passive, aims for counterplay",2191,2173,black,rapid,2024-01-01
sample_4003,C00,French Defense,1. e4 e6,"Solid but passive, aims for counterplay",2170,2010,white,rapid,2024-01-01
sample_4004,C00,French Defense,1. e4 e6,"Solid but passive, aims for counterplay",2022,2126,white,rapid,2024-01-01
sample_4005,C00,French Defense,1. e4 e6,"Solid but passive, aims for counterplay",2039,2097,black,rapid,2024-01-01
sample_4006,C00,French Defense,1. e4 e6,"Solid but passive, aims for counterplay",2100,2095,black,rapid,2024-01-01
sample_4007,C00,French Defense,1. e4 e6,"Solid but passive, aims for counterplay",2091,2087,white,rapid,2024-01-01
sample_4008,C00,French Defense,1. e4 e6,"Solid but passive, aims for counterplay",2189,2115,white,rapid,2024-01-01
sample_4009,C00,French Defense,1. e4 e6,"Solid but passive, aims for counterplay",2117,2021,white,rapid,2024-01-01
sample_4010,C00,French Defense,1. e4 e6,"Solid but passive, aims for counterplay",2163,2072,white,rapid,2024-01-01
sample_4011,C00,French Defense,1. e4 e6,"Solid but passive, aims for counterplay",2157,2176,draw,rapid,2024-01-01
sample_4012,C00,French Defense,1. e4 e6,"Solid but passive, aims for counterplay",2189,2064,black,rapid,2024-01-01
sample_4013,C00,French Defense,1. e4 e6,"Solid but passive, aims for counterplay",2085,2014,draw,rapid,2024-01-01
sample_4014,C00,French Defense,1. e4 e6,"Solid but passive, aims for counterplay",2041,2144,white,rapid,2024-01-01
sample_4015,C00,French Defense,1. e4 e6,"Solid but passive, aims for counterplay",2030,2135,white,rapid,2024-01-01
sample_4016,C00,French Defense,1. e4 e6,"Solid but passive, aims for counterplay",2077,2085,draw,rapid,2024-01-01
sample_4017,C00,French Defense,1. e4 e6,"Solid but passive, aims for counterplay",2014,2021,white,rapid,2024-01-01
sample_4018,C00,French Defense,1. e4 e6,"Solid but passive, aims for counterplay",2065,2135,draw,rapid,2024-01-01
sample_4019,C00,French Defense,1. e4 e6,"Solid but passive, aims for counterplay",2076,2193,black,rapid,2024-01-01
sample_4020,C00,French Defense,1. e4 e6,"Solid but passive, aims for counterplay",2157,2032,white,rapid,2024-01-01
sample_4021,C00,French Defense,1. e4 e6,"Solid but passive, aims for counterplay",2006,2164,draw,rapid,2024-01-01
sample_4022,C00,French Defense,1. e4 e6,"Solid but passive, aims for counterplay",2174,2055,draw,rapid,2024-01-01
sample_4023,C00,French Defense,1. e4 e6,"Solid but passive, aims for counterplay",2149,2109,black,rapid,2024-01-01
sample_4024,C00,French Defense,1. e4 e6,"Solid but passive, aims for counterplay",2012,2118,white,rapid,2024-01-01
sample_4025,C00,French Defense,1. e4 e6,"Solid but passive, aims for counterplay",2121,2084,white,rapid,2024-01-01
sample_4026,C00,French Defense,1. e4 e6,"Solid but passive, aims for counterplay",2140,2126,draw,rapid,2024-01-01
sample_4027,C00,French Defense,1. e4 e6,"Solid but passive, aims for counterplay",2048,2195,draw,rapid,2024-01-01
sample_4028,C00,French Defense,1. e4 e6,"Solid but passive, aims for counterplay",2130,2162,white,rapid,2024-01-01
sample_4029,C00,French Defense,1. e4 e6,"Solid but passive, aims for counterplay",2016,2161,white,rapid,2024-01-01
sample_4030,C00,French Defense,1. e4 e6,"Solid but passive, aims for counterplay",2108,2077,white,rapid,2024-01-01
sample_4031,C00,French Defense,1. e4 e6,"Solid but passive, aims for counterplay",2066,2197,white,rapid,2024-01-01
sample_4032,C00,French Defense,1. e4 e6,"Solid but passive, aims for counterplay",2011,2115,black,rapid,2024-01-01
sample_4033,C00,French Defense,1. e4 e6,"Solid but passive, aims for counterplay",2078,2056,white,rapid,2024-01-01
sample_4034,C00,French Defense,1. e4 e6,"Solid but passive, aims for counterplay",2124,2056,white,rapid,2024-01-01
sample_4035,C00,French Defense,1. e4 e6,"Solid but passive, aims for counterplay",2160,2060,draw,rapid,2024-01-01
sample_4036,C00,French Defense,1. e4 e6,"Solid but passive, aims for counterplay",2045,2037,white,rapid,2024-01-01
sample_4037,C00,French Defense,1. e4 e6,"Solid but passive, aims for counterplay",2076,2063,white,rapid,2024-01-01
sample_4038,C00,French Defense,1. e4 e6,"Solid but passive, aims for counterplay",2096,2183,white,rapid,2024-01-01
sample_4039,C00,French Defense,1. e4 e6,"Solid but passive, aims for counterplay",2064,2176,black,rapid,2024-01-01
sample_4040,C00,French Defense,1. e4 e6,"Solid but passive, aims for counterplay",2017,2010,white,rapid,2024-01-01
sample_4041,C00,French Defense,1. e4 e6,"Solid but passive, aims for counterplay",2187,2155,white,rapid,2024-01-01
sample_4042,C00,French Defense,1. e4 e6,"Solid but passive, aims for counterplay",2067,2157,draw,rapid,2024-01-01
sample_4043,C00,French Defense,1. e4 e6,"Solid but passive, aims for counterplay",2104,2170,white,rapid,2024-01-01
sample_4044,C00,French Defense,1. e4 e6,"Solid but passive, aims for counterplay",2147,2156,black,rapid,2024-01-01
sample_4045,C00,French Defense,1. e4 e6,"Solid but passive, aims for counterplay",2084,2177,white,rapid,2024-01-01
sample_4046,C00,French Defense,1. e4 e6,"Solid but passive, aims for counterplay",2098,2179,white,rapid,2024-01-01
sample_4047,C00,French Defense,1. e4 e6,"Solid but passive, aims for counterplay",2147,2163,white,rapid,2024-01-01
sample_4048,C00,French Defense,1. e4 e6,"Solid but passive, aims for counterplay",2065,2140,draw,rapid,2024-01-01
sample_4049,C00,French Defense,1. e4 e6,"Solid but passive, aims for counterplay",2199,2188,white,rapid,2024-01-01
sample_4050,C00,French Defense,1. e4 e6,"Solid but passive, aims for counterplay",2028,2037,black,rapid,2024-01-01
sample_4051,C00,French Defense,1. e4 e6,"Solid but passive, aims for counterplay",2042,2003,draw,rapid,2024-01-01
sample_4052,C00,French Defense,1. e4 e6,"Solid but passive, aims for counterplay",2081,2162,draw,rapid,2024-01-01
sample_4053,C00,French Defense,1. e4 e6,"Solid but passive, aims for counterplay",2027,2134,draw,rapid,2024-01-01
sample_4054,C00,French Defense,1. e4 e6,"Solid but passive, aims for counterplay",2084,2112,draw,rapid,2024-01-01
sample_4055,C00,French Defense,1. e4 e6,"Solid but passive, aims for counterplay",2020,2088,white,rapid,2024-01-01
sample_4056,C00,French Defense,1. e4 e6,"Solid but passive, aims for counterplay",2013,2113,white,rapid,2024-01-01
sample_4057,C00,French Defense,1. e4 e6,"Solid but passive, aims for counterplay",2059,2147,draw,rapid,2024-01-01
sample_4058,C00,French Defense,1. e4 e6,"Solid but passive, aims for counterplay",2181,2042,draw,rapid,2024-01-01
sample_4059,C00,French Defense,1. e4 e6,"Solid but passive, aims for counterplay",2157,2058,black,rapid,2024-01-01
sample_4060,C00,French Defense,1. e4 e6,"Solid but passive, aims for counterplay",2193,2152,white,rapid,2024-01-01
sample_4061,C00,French Defense,1. e4 e6,"Solid but passive, aims for counterplay",2117,2099,white,rapid,2024-01-01
sample_4062,C00,French Defense,1. e4 e6,"Solid but passive, aims for counterplay",2127,2125,black,rapid,2024-01-01
sample_4063,C00,French Defense,1. e4 e6,"Solid but passive, aims for counterplay",2030,2071,black,rapid,2024-01-01
sample_4064,C00,French Defense,1. e4 e6,"Solid but passive, aims for counterplay",2112,2131,draw,rapid,2024-01-01
sample_4065,C00,French Defense,1. e4 e6,"Solid but passive, aims for counterplay",2131,2040,white,rapid,2024-01-01
sample_4066,C00,French Defense,1. e4 e6,"Solid but passive, aims for counterplay",2162,2195,white,rapid,2024-01-01
sample_4067,C00,French Defense,1. e4 e6,"Solid but passive, aims for counterplay",2190,2104,draw,rapid,2024-01-01
sample_4068,C00,French Defense,1. e4 e6,"Solid but passive, aims for counterplay",2172,2051,black,rapid,2024-01-01
sample_4069,C00,French Defense,1. e4 e6,"Solid but passive, aims for counterplay",2060,2035,white,rapid,2024-01-01
sample_4070,C00,French Defense,1. e4 e6,"Solid but passive, aims for counterplay",2107,2147,white,rapid,2024-01-01
sample_4071,C00,French Defense,1. e4 e6,"Solid but passive, aims for counterplay",2034,2088,white,rapid,2024-01-01
sample_4072,C00,French Defense,1. e4 e6,"Solid but passive, aims for counterplay",2048,2057,white,rapid,2024-01-01
sample_4073,C00,French Defense,1. e4 e6,"Solid but passive, aims for counterplay",2126,2108,white,rapid,2024-01-01
sample_4074,C00,French Defense,1. e4 e6,"Solid but passive, aims for counterplay",2149,2032,draw,rapid,2024-01-01
sample_4075,C00,French Defense,1. e4 e6,"Solid but passive, aims for counterplay",2168,2155,black,rapid,2024-01-01
sample_4076,C00,French Defense,1. e4 e6,"Solid but passive, aims for counterplay",2027,2024,white,rapid,2024-01-01
sample_4077,C00,French Defense,1. e4 e6,"Solid but passive, aims for counterplay",2156,2077,white,rapid,2024-01-01
sample_4078,C00,French Defense,1. e4 e6,"Solid but passive, aims for counterplay",2141,2160,white,rapid,2024-01-01
sample_4079,C00,French Defense,1. e4 e6,"Solid but passive, aims for counterplay",2169,2093,black,rapid,2024-01-01
sample_4080,C00,French Defense,1. e4 e6,"Solid but passive, aims for counterplay",2168,2048,white,rapid,2024-01-01
sample_4081,C00,French Defense,1. e4 e6,"Solid but passive, aims for counterplay",2009,2050,draw,rapid,2024-01-01
sample_4082,C00,French Defense,1. e4 e6,"Solid but passive, aims for counterplay",2135,2143,draw,rapid,2024-01-01
sample_4083,C00,French Defense,1. e4 e6,"Solid but passive, aims for counterplay",2066,2157,black,rapid,2024-01-01
sample_4084,C00,French Defense,1. e4 e6,"Solid but passive, aims for counterplay",2156,2008,white,rapid,2024-01-01
sample_4085,C00,French Defense,1. e4 e6,"Solid but passive, aims for counterplay",2098,2196,draw,rapid,2024-01-01
sample_4086,C00,French Defense,1. e4 e6,"Solid but passive, aims for counterplay",2073,2148,black,rapid,2024-01-01
sample_4087,C00,French Defense,1. e4 e6,"Solid but passive, aims for counterplay",2047,2166,black,rapid,2024-01-01
sample_4088,C00,French Defense,1. e4 e6,"Solid but passive, aims for counterplay",2140,2010,white,rapid,2024-01-01
sample_4089,C00,French Defense,1. e4 e6,"Solid but passive, aims for counterplay",2037,2066,black,rapid,2024-01-01
sample_4090,C00,French Defense,1. e4 e6,"Solid but passive, aims for counterplay",2018,2041,white,rapid,2024-01-01
sample_4091,C00,French Defense,1. e4 e6,"Solid but passive, aims for counterplay",2012,2176,white,rapid,2024-01-01
sample_4092,C00,French Defense,1. e4 e6,"Solid but passive, aims for counterplay",2099,2105,black,rapid,2024-01-01
sample_4093,C00,French Defense,1. e4 e6,"Solid but passive, aims for counterplay",2046,2016,draw,rapid,2024-01-01
sample_4094,C00,French Defense,1. e4 e6,"Solid but passive, aims for counterplay",2177,2185,white,rapid,2024-01-01
sample_4095,C00,French Defense,1. e4 e6,"Solid but passive, aims for counterplay",2121,2002,draw,rapid,2024-01-01
sample_4096,C00,French Defense,1. e4 e6,"Solid but passive, aims for counterplay",2165,2032,black,rapid,2024-01-01
sample_4097,C00,French Defense,1. e4 e6,"Solid but passive, aims for counterplay",2120,2003,draw,rapid,2024-01-01
sample_4098,C00,French Defense,1. e4 e6,"Solid but passive, aims for counterplay",2141,2129,black,rapid,2024-01-01
sample_4099,C00,French Defense,1. e4 e6,"Solid but passive, aims for counterplay",2147,2114,white,rapid,2024-01-01
sample_4100,C00,French Defense,1. e4 e6,"Solid but passive, aims for counterplay",2115,2173,white,rapid,2024-01-01
sample_4101,C00,French Defense,1. e4 e6,"Solid but passive, aims for counterplay",2109,2193,white,rapid,2024-01-01
sample_4102,C00,French Defense,1. e4 e6,"Solid but passive, aims for counterplay",2134,2159,white,rapid,2024-01-01
sample_4103,C00,French Defense,1. e4 e6,"Solid but passive, aims for counterplay",2065,2011,black,rapid,2024-01-01
sample_4104,C00,French Defense,1. e4 e6,"Solid but passive, aims for counterplay",2010,2133,draw,rapid,2024-01-01
sample_4105,C00,French Defense,1. e4 e6,"Solid but passive, aims for counterplay",2115,2089,white,rapid,2024-01-01
sample_4106,C00,French Defense,1. e4 e6,"Solid but passive, aims for counterplay",2066,2069,white,rapid,2024-01-01
sample_4107,C00,French Defense,1. e4 e6,"Solid but passive, aims for counterplay",2152,2029,white,rapid,2024-01-01
sample_4108,C00,French Defense,1. e4 e6,"Solid but passive, aims for counterplay",2050,2067,white,rapid,2024-01-01
sample_4109,C00,French Defense,1. e4 e6,"Solid but passive, aims for counterplay",2190,2015,draw,rapid,2024-01-01
sample_4110,C00,French Defense,1. e4 e6,"Solid but passive, aims for counterplay",2134,2011,white,rapid,2024-01-01
sample_4111,C00,French Defense,1. e4 e6,"Solid but passive, aims for counterplay",2152,2124,draw,rapid,2024-01-01
sample_4112,C00,French Defense,1. e4 e6,"Solid but passive, aims for counterplay",2081,2137,draw,rapid,2024-01-01
sample_4113,C00,French Defense,1. e4 e6,"Solid but passive, aims for counterplay",2071,2057,draw,rapid,2024-01-01
sample_4114,C00,French Defense,1. e4 e6,"Solid but passive, aims for counterplay",2172,2051,draw,rapid,2024-01-01
sample_4115,C00,French Defense,1. e4 e6,"Solid but passive, aims for counterplay",2032,2193,white,rapid,2024-01-01
sample_4116,C00,French Defense,1. e4 e6,"Solid but passive, aims for counterplay",2094,2024,draw,rapid,2024-01-01
sample_4117,C00,French Defense,1. e4 e6,"Solid but passive, aims for counterplay",2138,2014,white,rapid,2024-01-01
sample_4118,C00,French Defense,1. e4 e6,"Solid but passive, aims for counterplay",2032,2190,white,rapid,2024-01-01
sample_4119,C00,French Defense,1. e4 e6,"Solid but passive, aims for counterplay",2115,2083,black,rapid,2024-01-01
sample_4120,C00,French Defense,1. e4 e6,"Solid but passive, aims for counterplay",2191,2187,draw,rapid,2024-01-01
sample_4121,C00,French Defense,1. e4 e6,"Solid but passive, aims for counterplay",2162,2003,white,rapid,2024-01-01
sample_4122,C00,French Defense,1. e4 e6,"Solid but passive, aims for counterplay",2101,2053,black,rapid,2024-01-01
sample_4123,C00,French Defense,1. e4 e6,"Solid but passive, aims for counterplay",2046,2058,draw,rapid,2024-01-01
sample_4124,C00,French Defense,1. e4 e6,"Solid but passive, aims for counterplay",2141,2057,draw,rapid,2024-01-01
sample_4125,C00,French Defense,1. e4 e6,"Solid but passive, aims for counterplay",2096,2011,black,rapid,2024-01-01
sample_4126,C00,French Defense,1. e4 e6,"Solid but passive, aims for counterplay",2132,2161,black,rapid,2024-01-01
sample_4127,C00,French Defense,1. e4 e6,"Solid but passive, aims for counterplay",2055,2049,black,rapid,2024-01-01
sample_4128,C00,French Defense,1. e4 e6,"Solid but passive, aims for counterplay",2058,2101,black,rapid,2024-01-01
sample_4129,C00,French Defense,1. e4 e6,"Solid but passive, aims for counterplay",2147,2139,draw,rapid,2024-01-01
sample_4130,C00,French Defense,1. e4 e6,"Solid but passive, aims for counterplay",2131,2198,draw,rapid,2024-01-01
sample_4131,C00,French Defense,1. e4 e6,"Solid but passive, aims for counterplay",2032,2070,white,rapid,2024-01-01
sample_4132,C00,French Defense,1. e4 e6,"Solid but passive, aims for counterplay",2017,2016,black,rapid,2024-01-01
sample_4133,C00,French Defense,1. e4 e6,"Solid but passive, aims for counterplay",2076,2028,white,rapid,2024-01-01
sample_4134,C00,French Defense,1. e4 e6,"Solid but passive, aims for counterplay",2189,2096,white,rapid,2024-01-01
sample_4135,C00,French Defense,1. e4 e6,"Solid but passive, aims for counterplay",2063,2100,white,rapid,2024-01-01
sample_4136,C00,French Defense,1. e4 e6,"Solid but passive, aims for counterplay",2172,2034,black,rapid,2024-01-01
sample_4137,C00,French Defense,1. e4 e6,"Solid but passive, aims for counterplay",2165,2106,white,rapid,2024-01-01
sample_4138,C00,French Defense,1. e4 e6,"Solid but passive, aims for counterplay",2036,2041,white,rapid,2024-01-01
sample_4139,C00,French Defense,1. e4 e6,"Solid but passive, aims for counterplay",2151,2013,black,rapid,2024-01-01
sample_4140,C00,French Defense,1. e4 e6,"Solid but passive, aims for counterplay",2167,2051,black,rapid,2024-01-01
sample_4141,C00,French Defense,1. e4 e6,"Solid but passive, aims for counterplay",2135,2188,draw,rapid,2024-01-01
sample_4142,C00,French Defense,1. e4 e6,"Solid but passive, aims for counterplay",2095,2171,draw,rapid,2024-01-01
sample_4143,C00,French Defense,1. e4 e6,"Solid but passive, aims for counterplay",2195,2031,draw,rapid,2024-01-01
sample_4144,C00,French Defense,1. e4 e6,"Solid but passive, aims for counterplay",2102,2047,white,rapid,2024-01-01
sample_4145,C00,French Defense,1. e4 e6,"Solid but passive, aims for counterplay",2067,2079,draw,rapid,2024-01-01
sample_4146,C00,French Defense,1. e4 e6,"Solid but passive, aims for counterplay",2102,2167,white,rapid,2024-01-01
sample_4147,C00,French Defense,1. e4 e6,"Solid but passive, aims for counterplay",2148,2179,white,rapid,2024-01-01
